DBN,Name,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,grade1,grade2,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per
19K345,PS 345 PATROLMAN ROBERT BOLDEN,20112012,93.1,706,11.2,8.9,106,117,116,105,118,NA,NA,NA,NA,NA,NA,NA,29,4.1,332,47,340,48.2,4,0.6,351,49.7,355,50.3
19K346,PS 346 ABE STARK,20102011,73.1,752,1.7,11.2,111,102,119,134,135,NA,NA,NA,NA,NA,NA,NA,14,1.9,535,71.1,169,22.5,28,3.7,373,49.6,379,50.4
19K346,PS 346 ABE STARK,20112012,67.7,716,2.1,11,104,105,99,128,123,NA,NA,NA,NA,NA,NA,NA,12,1.7,482,67.3,190,26.5,30,4.2,355,49.6,361,50.4
19K364,I S 364 GATEWAY,20102011,80.4,403,1.5,13.6,NA,NA,NA,NA,NA,124,132,147,NA,NA,NA,NA,3,0.7,308,76.4,78,19.4,10,2.5,205,50.9,198,49.1
19K364,I S 364 GATEWAY,20112012,61.3,392,0.8,13.8,NA,NA,NA,NA,NA,124,130,138,NA,NA,NA,NA,4,1,289,73.7,86,21.9,10,2.6,200,51,192,49
19K409,EAST NEW YORK FAMILY ACADEMY,20102011,83.5,438,0.7,5.3,NA,NA,NA,NA,NA,48,50,50,96,74,56,64,4,0.9,279,63.7,145,33.1,7,1.6,194,44.3,244,55.7
19K409,EAST NEW YORK FAMILY ACADEMY,20112012,72.2,433,0.5,2.1,NA,NA,NA,NA,NA,50,48,47,119,60,51,58,2,0.5,291,67.2,131,30.3,6,1.4,187,43.2,246,56.8
19K420,FRANKLIN K LANE HIGH SCHOOL,20102011,54.7,492,32.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,43,88,34,327,35,7.1,99,20.1,345,70.1,12,2.4,272,55.3,220,44.7
19K420,FRANKLIN K LANE HIGH SCHOOL,20112012,64.3,112,38.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,2,13,16,81,5,4.5,13,11.6,92,82.1,2,1.8,58,51.8,54,48.2
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,20102011,88.7,217,0.9,7.8,NA,NA,NA,NA,NA,71,72,74,NA,NA,NA,NA,13,6,167,77,34,15.7,1,0.5,105,48.4,112,51.6
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,20112012,78.8,271,1.1,5.5,NA,NA,NA,NA,NA,98,105,68,NA,NA,NA,NA,20,7.4,193,71.2,54,19.9,1,0.4,119,43.9,152,56.1
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,20102011,81.7,400,5.3,17,NA,NA,NA,NA,NA,NA,NA,NA,167,117,49,67,4,1,306,76.5,83,20.8,4,1,320,80,80,20
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,20112012,70.9,381,5,21,NA,NA,NA,NA,NA,NA,NA,NA,134,100,79,68,4,1,281,73.8,89,23.4,6,1.6,309,81.1,72,18.9
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,20102011,72.8,426,9.2,15.7,NA,NA,NA,NA,NA,NA,NA,NA,135,113,103,75,7,1.6,318,74.6,97,22.8,2,0.5,243,57,183,43
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,20112012,60.5,401,9.7,16.2,NA,NA,NA,NA,NA,NA,NA,NA,110,102,95,94,8,2,298,74.3,89,22.2,4,1,218,54.4,183,45.6
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,20102011,77.7,420,5,19.3,NA,NA,NA,NA,NA,NA,NA,1,156,95,107,61,2,0.5,336,80,72,17.1,6,1.4,212,50.5,208,49.5
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,20112012,76,453,4.9,19.6,NA,NA,NA,NA,NA,NA,NA,NA,167,147,80,59,3,0.7,369,81.5,79,17.4,0,0,233,51.4,220,48.6
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SC,20102011,83.9,412,3.9,16.5,NA,NA,NA,NA,NA,NA,NA,NA,114,122,101,75,5,1.2,340,82.5,63,15.3,1,0.2,147,35.7,265,64.3
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SC,20112012,72.6,380,4.2,14.7,NA,NA,NA,NA,NA,NA,NA,NA,106,105,92,77,8,2.1,308,81.1,54,14.2,5,1.3,140,36.8,240,63.2
19K583,MULTICULTURAL HIGH SCHOOL,20102011,83,415,90.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,107,118,102,88,0,0,4,1,411,99,0,0,208,50.1,207,49.9
19K583,MULTICULTURAL HIGH SCHOOL,20112012,73.4,406,94.6,1,NA,NA,NA,NA,NA,NA,NA,NA,75,115,99,117,0,0,1,0.2,405,99.8,0,0,202,49.8,204,50.2
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH,20102011,75.9,1458,2.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,460,422,232,344,59,4,1040,71.3,330,22.6,21,1.4,1205,82.6,253,17.4
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH,20112012,62.3,1317,2.4,14.2,NA,NA,NA,NA,NA,NA,NA,NA,448,366,241,262,58,4.4,928,70.5,306,23.2,20,1.5,1107,84.1,210,15.9
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,20102011,95.5,302,15.2,19.5,NA,NA,NA,NA,NA,NA,NA,NA,113,102,87,NA,26,8.6,110,36.4,153,50.7,11,3.6,198,65.6,104,34.4
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,20112012,75.8,404,12.1,19.3,NA,NA,NA,NA,NA,NA,NA,NA,156,66,103,79,30,7.4,155,38.4,203,50.2,12,3,284,70.3,120,29.7
19K639,BROOKLYN LAB SCHOOL,20102011,85.4,314,15.3,19.7,NA,NA,NA,NA,NA,NA,NA,NA,105,107,102,NA,2,0.6,102,32.5,205,65.3,4,1.3,186,59.2,128,40.8
19K639,BROOKLYN LAB SCHOOL,20112012,76,397,15.4,19.4,NA,NA,NA,NA,NA,NA,NA,NA,98,111,83,105,6,1.5,122,30.7,258,65,5,1.3,232,58.4,165,41.6
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,20102011,74,433,13.4,11.5,NA,NA,NA,NA,NA,NA,NA,NA,108,100,109,116,33,7.6,78,18,304,70.2,11,2.5,205,47.3,228,52.7
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,20112012,67.1,437,16.2,11.7,NA,NA,NA,NA,NA,NA,NA,NA,139,108,86,104,36,8.2,74,16.9,320,73.2,6,1.4,209,47.8,228,52.2
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIG,20102011,79.6,759,4.3,21.6,NA,NA,NA,NA,NA,NA,NA,NA,171,264,169,155,6,0.8,544,71.7,190,25,7,0.9,242,31.9,517,68.1
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIG,20112012,73.3,590,5.3,26.6,NA,NA,NA,NA,NA,NA,NA,NA,130,131,155,174,3,0.5,424,71.9,150,25.4,4,0.7,176,29.8,414,70.2
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,20102011,86.5,436,4.8,9.4,85,76,57,88,NA,NA,NA,NA,NA,NA,NA,NA,10,2.3,301,69,116,26.6,8,1.8,200,45.9,236,54.1
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,20112012,85.1,517,4.3,11.2,96,75,76,59,78,NA,NA,NA,NA,NA,NA,NA,12,2.3,345,66.7,149,28.8,8,1.5,241,46.6,276,53.4
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,20102011,95.2,146,7.5,27.4,NA,NA,NA,NA,NA,69,77,NA,NA,NA,NA,NA,3,2.1,84,57.5,58,39.7,1,0.7,70,47.9,76,52.1
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,20112012,89.7,214,1.4,26.2,NA,NA,NA,NA,NA,76,67,71,NA,NA,NA,NA,8,3.7,135,63.1,69,32.2,2,0.9,97,45.3,117,54.7
19K683,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,20102011,93.3,238,9.7,16.4,NA,NA,NA,NA,NA,NA,NA,NA,93,98,47,NA,25,10.5,123,51.7,90,37.8,0,0,96,40.3,142,59.7
19K683,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,20112012,81.9,311,9,17.7,NA,NA,NA,NA,NA,NA,NA,NA,79,99,86,47,31,10,169,54.3,108,34.7,2,0.6,117,37.6,194,62.4
19K751,ACADEMY FOR HEALTH CAREERS,20102011,60,82,9.8,11,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,4,4.9,65,79.3,11,13.4,1,1.2,21,25.6,61,74.4
20K030,IS 30 MARY WHITE OVINGTON,20102011,75.3,340,12.6,11.5,NA,NA,NA,NA,NA,109,115,116,NA,NA,NA,NA,63,18.5,11,3.2,97,28.5,169,49.7,164,48.2,176,51.8
20K030,IS 30 MARY WHITE OVINGTON,20112012,62.5,358,15.4,10.6,NA,NA,NA,NA,NA,118,121,119,NA,NA,NA,NA,66,18.4,9,2.5,94,26.3,188,52.5,172,48,186,52
20K048,PS 048 MAPELTON,20102011,88.3,649,21,13.9,110,101,80,110,123,NA,NA,NA,NA,NA,NA,NA,345,53.2,7,1.1,136,21,159,24.5,337,51.9,312,48.1
20K048,PS 048 MAPELTON,20112012,77.5,622,19,12.2,93,111,92,83,111,NA,NA,NA,NA,NA,NA,NA,345,55.5,5,0.8,128,20.6,138,22.2,319,51.3,303,48.7
20K062,JHS 062 THE DITMAS,20102011,94.6,1217,27.9,18.7,NA,NA,NA,NA,NA,384,438,395,NA,NA,NA,NA,287,23.6,398,32.7,394,32.4,124,10.2,656,53.9,561,46.1
20K062,JHS 062 THE DITMAS,20112012,84,1279,25.6,16.8,NA,NA,NA,NA,NA,388,417,474,NA,NA,NA,NA,381,29.8,373,29.2,408,31.9,107,8.4,689,53.9,590,46.1
20K069,PS 69,20102011,92.6,887,54.5,7.4,125,155,128,178,193,NA,NA,NA,NA,NA,NA,NA,654,73.7,7,0.8,128,14.4,98,11,479,54,408,46
20K069,PS 69,20112012,84.7,881,54.7,6.9,149,142,155,128,182,NA,NA,NA,NA,NA,NA,NA,677,76.8,6,0.7,106,12,91,10.3,483,54.8,398,45.2
20K102,PS 102 THE BAYVIEW,20102011,70.8,1181,13.5,15.4,196,209,210,190,180,NA,NA,NA,NA,NA,NA,NA,182,15.4,26,2.2,320,27.1,646,54.7,608,51.5,573,48.5
20K102,PS 102 THE BAYVIEW,20112012,60.4,1296,13.5,16,212,216,213,219,195,NA,NA,NA,NA,NA,NA,NA,171,13.2,12,0.9,332,25.6,777,60,676,52.2,620,47.8
20K104,PS 104 THE FORT HAMILTON,20102011,61.4,1251,10.7,8.1,146,152,143,136,139,140,141,161,NA,NA,NA,NA,211,16.9,59,4.7,314,25.1,654,52.3,663,53,588,47
20K104,PS 104 THE FORT HAMILTON,20112012,48.7,1207,9.4,9.3,100,133,152,150,143,141,141,144,NA,NA,NA,NA,208,17.2,48,4,328,27.2,614,50.9,648,53.7,559,46.3
20K105,PS 105 THE BLYTHEBOURNE,20102011,92.8,1732,59.3,6.1,334,322,290,242,263,NA,NA,NA,NA,NA,NA,NA,1564,90.3,5,0.3,87,5,76,4.4,896,51.7,836,48.3
20K105,PS 105 THE BLYTHEBOURNE,20112012,80.1,1778,58.5,5.5,302,330,324,286,254,NA,NA,NA,NA,NA,NA,NA,1634,91.9,4,0.2,79,4.4,61,3.4,921,51.8,857,48.2
20K112,PS 112 LEFFERTS PARK,20102011,82.8,492,18.9,12,86,64,82,95,82,NA,NA,NA,NA,NA,NA,NA,235,47.8,6,1.2,122,24.8,128,26,241,49,251,51
20K112,PS 112 LEFFERTS PARK,20112012,65.9,521,17.9,13.2,91,81,69,83,92,NA,NA,NA,NA,NA,NA,NA,233,44.7,6,1.2,138,26.5,142,27.3,272,52.2,249,47.8
20K127,PS 127 MCKINLEY PARK,20102011,78,482,19.9,16.4,101,80,87,63,57,NA,NA,NA,NA,NA,NA,NA,64,13.3,5,1,104,21.6,309,64.1,255,52.9,227,47.1
20K127,PS 127 MCKINLEY PARK,20112012,72.4,523,16.6,18.4,89,98,88,87,68,NA,NA,NA,NA,NA,NA,NA,68,13,5,1,116,22.2,331,63.3,271,51.8,252,48.2
20K160,PS 160 WILLIAM T. SAMPSON,20102011,92.9,898,62.8,5.2,151,152,161,140,127,NA,NA,NA,NA,NA,NA,NA,645,71.8,12,1.3,170,18.9,71,7.9,470,52.3,428,47.7
20K160,PS 160 WILLIAM T. SAMPSON,20112012,84.5,886,62,5.6,153,160,146,163,126,NA,NA,NA,NA,NA,NA,NA,649,73.3,10,1.1,157,17.7,70,7.9,484,54.6,402,45.4
20K163,PS 163 BATH BEACH,20102011,79.3,489,26.2,16.2,85,68,73,69,60,50,NA,NA,NA,NA,NA,NA,162,33.1,2,0.4,140,28.6,185,37.8,259,53,230,47
20K163,PS 163 BATH BEACH,20112012,67.9,574,25.4,16.6,91,85,77,75,72,60,52,NA,NA,NA,NA,NA,177,30.8,8,1.4,171,29.8,213,37.1,321,55.9,253,44.1
20K164,PS 164 CAESAR RODNEY,20102011,95.5,517,23,21.3,89,87,62,69,57,NA,NA,NA,NA,NA,NA,NA,145,28,11,2.1,291,56.3,68,13.2,267,51.6,250,48.4
20K164,PS 164 CAESAR RODNEY,20112012,86.6,503,19.5,19.5,87,84,81,63,62,NA,NA,NA,NA,NA,NA,NA,130,25.8,8,1.6,289,57.5,72,14.3,246,48.9,257,51.1
20K170,PS 170 LEXINGTON,20102011,85.5,871,33.2,10.9,142,157,145,118,145,NA,NA,NA,NA,NA,NA,NA,300,34.4,13,1.5,209,24,348,40,457,52.5,414,47.5
20K170,PS 170 LEXINGTON,20112012,75,888,36.8,10,165,141,159,143,115,NA,NA,NA,NA,NA,NA,NA,330,37.2,12,1.4,189,21.3,352,39.6,461,51.9,427,48.1
20K176,PS 176 OVINGTON,20102011,77.6,1225,22.3,9.8,226,209,196,186,200,NA,NA,NA,NA,NA,NA,NA,659,53.8,3,0.2,196,16,365,29.8,615,50.2,610,49.8
20K176,PS 176 OVINGTON,20112012,70,1287,18.7,10.6,215,224,199,200,198,NA,NA,NA,NA,NA,NA,NA,721,56,3,0.2,220,17.1,341,26.5,656,51,631,49
20K179,PS 179 KENSINGTON,20102011,93.5,946,39.1,10.9,156,158,152,144,127,NA,NA,NA,NA,NA,NA,NA,421,44.5,63,6.7,289,30.5,168,17.8,498,52.6,448,47.4
20K179,PS 179 KENSINGTON,20112012,84.3,966,41.4,11.7,140,154,147,153,142,NA,NA,NA,NA,NA,NA,NA,436,45.1,42,4.3,303,31.4,179,18.5,510,52.8,456,47.2
20K180,PS 180 HOMEWOOD,20102011,70.6,1201,18.3,13.9,146,131,113,87,114,153,162,145,NA,NA,NA,NA,436,36.3,20,1.7,237,19.7,500,41.6,632,52.6,569,47.4
20K180,PS 180 HOMEWOOD,20112012,63.1,1185,17.3,13.4,85,132,128,114,89,157,152,165,NA,NA,NA,NA,432,36.5,14,1.2,235,19.8,489,41.3,640,54,545,46
20K185,PS 185 WALTER KASSENBROCK,20102011,47.6,822,14.1,10.1,147,147,140,134,140,NA,NA,NA,NA,NA,NA,NA,100,12.2,9,1.1,135,16.4,572,69.6,432,52.6,390,47.4
20K185,PS 185 WALTER KASSENBROCK,20112012,39,787,10.8,9.7,99,154,143,139,128,NA,NA,NA,NA,NA,NA,NA,62,7.9,0,0,115,14.6,610,77.5,432,54.9,355,45.1
20K186,PS 186 DR. IRVING A GLADSTONE,20102011,80.7,934,23.6,11.6,141,133,129,144,157,NA,NA,NA,NA,NA,NA,NA,361,38.7,2,0.2,236,25.3,334,35.8,472,50.5,462,49.5
20K186,PS 186 DR. IRVING A GLADSTONE,20112012,63.6,955,23.1,11.3,161,136,146,129,143,NA,NA,NA,NA,NA,NA,NA,375,39.3,2,0.2,250,26.2,328,34.3,486,50.9,469,49.1
20K187,I S 187,20102011,67.5,996,1.8,3.3,NA,NA,NA,NA,NA,320,371,305,NA,NA,NA,NA,658,66.1,6,0.6,34,3.4,298,29.9,483,48.5,513,51.5
20K187,I S 187,20112012,52,964,1.8,3.1,NA,NA,NA,NA,NA,301,301,362,NA,NA,NA,NA,673,69.8,5,0.5,29,3,257,26.7,461,47.8,503,52.2
20K192,PS 192 BROOKLYN,20102011,90.9,640,34.1,25.2,61,56,64,54,70,70,73,75,NA,NA,NA,NA,119,18.6,26,4.1,324,50.6,169,26.4,347,54.2,293,45.8
20K192,PS 192 BROOKLYN,20112012,79,645,30.1,19.4,67,59,60,60,58,75,78,69,NA,NA,NA,NA,104,16.1,28,4.3,316,49,194,30.1,330,51.2,315,48.8
20K200,PS 200 BENSON SCHOOL,20102011,72.5,1329,16,5.9,229,178,222,212,212,NA,NA,NA,NA,NA,NA,NA,422,31.8,15,1.1,254,19.1,633,47.6,680,51.2,649,48.8
20K200,PS 200 BENSON SCHOOL,20112012,64.9,1344,17.3,7.2,239,205,191,216,209,NA,NA,NA,NA,NA,NA,NA,436,32.4,24,1.8,258,19.2,619,46.1,693,51.6,651,48.4
20K201,JHS 201 THE DYKER HEIGHTS,20102011,78.3,1495,10.8,10.8,NA,NA,NA,NA,NA,505,500,490,NA,NA,NA,NA,666,44.5,10,0.7,262,17.5,556,37.2,830,55.5,665,44.5
20K201,JHS 201 THE DYKER HEIGHTS,20112012,67.5,1517,10.1,11.2,NA,NA,NA,NA,NA,499,507,511,NA,NA,NA,NA,709,46.7,13,0.9,239,15.8,555,36.6,831,54.8,686,45.2
20K204,PS 204 VINCE LOMBARDI,20102011,75.1,1083,10.2,10.5,176,159,187,137,165,NA,NA,NA,NA,NA,NA,NA,435,40.2,5,0.5,156,14.4,487,45,565,52.2,518,47.8
20K204,PS 204 VINCE LOMBARDI,20112012,58.5,1123,7.3,11.3,177,178,159,187,149,NA,NA,NA,NA,NA,NA,NA,470,41.9,7,0.6,177,15.8,465,41.4,566,50.4,557,49.6
20K205,PS 205 CLARION,20102011,86.8,911,30.4,17.9,114,163,137,147,128,NA,NA,NA,NA,NA,NA,NA,414,45.4,7,0.8,206,22.6,279,30.6,476,52.3,435,47.7
20K205,PS 205 CLARION,20112012,76.9,936,31.1,18.6,155,109,163,136,148,NA,NA,NA,NA,NA,NA,NA,417,44.6,10,1.1,227,24.3,278,29.7,493,52.7,443,47.3
20K220,JHS 220 JOHN J PERSHING,20102011,95.1,1295,47.3,13.4,NA,NA,NA,NA,NA,386,409,500,NA,NA,NA,NA,687,53.1,25,1.9,511,39.5,69,5.3,674,52,621,48
20K220,JHS 220 JOHN J PERSHING,20112012,87.8,1261,43.3,12,NA,NA,NA,NA,NA,427,404,430,NA,NA,NA,NA,642,50.9,23,1.8,518,41.1,77,6.1,668,53,593,47
20K223,JHS 223 THE MONTAUK,20102011,90.8,619,40.2,14.4,NA,NA,NA,NA,NA,219,183,217,NA,NA,NA,NA,228,36.8,56,9,221,35.7,112,18.1,339,54.8,280,45.2
20K223,JHS 223 THE MONTAUK,20112012,79.6,710,37,14.9,NA,NA,NA,NA,NA,293,216,201,NA,NA,NA,NA,289,40.7,75,10.6,238,33.5,106,14.9,373,52.5,337,47.5
20K227,JHS 227 EDWARD B SHALLOW,20102011,95.5,1349,35.4,15.5,NA,NA,NA,NA,NA,426,421,502,NA,NA,NA,NA,777,57.6,16,1.2,343,25.4,212,15.7,681,50.5,668,49.5
20K227,JHS 227 EDWARD B SHALLOW,20112012,86.7,1358,34.2,15.6,NA,NA,NA,NA,NA,468,435,455,NA,NA,NA,NA,780,57.4,11,0.8,357,26.3,209,15.4,712,52.4,646,47.6
20K229,PS 229 DYKER,20102011,55.6,897,11.3,11,133,142,115,112,110,96,28,NA,NA,NA,NA,NA,394,43.9,8,0.9,91,10.1,401,44.7,484,54,413,46
20K229,PS 229 DYKER,20112012,43.2,1054,8.2,10.3,129,143,137,121,120,105,95,30,NA,NA,NA,NA,466,44.2,8,0.8,119,11.3,454,43.1,559,53,495,47
20K247,PS 247 BROOKLYN,20102011,81,735,22,10.2,124,114,108,97,100,NA,NA,NA,NA,NA,NA,NA,332,45.2,5,0.7,93,12.7,305,41.5,335,45.6,400,54.4
20K247,PS 247 BROOKLYN,20112012,68.7,761,21.8,10.8,127,127,115,106,101,NA,NA,NA,NA,NA,NA,NA,362,47.6,8,1.1,94,12.4,297,39,342,44.9,419,55.1
20K259,JHS 259 WILLIAM MCKINLEY,20102011,88.9,1419,22.3,10.7,NA,NA,NA,NA,NA,474,473,472,NA,NA,NA,NA,645,45.5,26,1.8,409,28.8,338,23.8,770,54.3,649,45.7
20K259,JHS 259 WILLIAM MCKINLEY,20112012,81.9,1469,21.4,11.3,NA,NA,NA,NA,NA,504,470,495,NA,NA,NA,NA,642,43.7,29,2,400,27.2,397,27,789,53.7,680,46.3
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ART,20102011,60,74,25.7,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20.3,4,5.4,24,32.4,30,40.5,39,52.7,35,47.3
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ART,20112012,51.4,139,26.6,16.5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,17.3,4,2.9,47,33.8,63,45.3,74,53.2,65,46.8
20K310,P.S. 310,20102011,60,128,47.7,5.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,68,2,1.6,30,23.4,9,7,76,59.4,52,40.6
20K310,P.S. 310,20112012,94.6,170,57.1,12.4,64,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,75.3,1,0.6,26,15.3,14,8.2,101,59.4,69,40.6
20K445,NEW UTRECHT HIGH SCHOOL,20102011,53.6,3218,24.5,14.3,NA,NA,NA,NA,NA,NA,NA,NA,1105,860,687,566,1105,34.3,194,6,926,28.8,990,30.8,1922,59.7,1296,40.3
20K445,NEW UTRECHT HIGH SCHOOL,20112012,59,3276,23,15.6,NA,NA,NA,NA,NA,NA,NA,NA,1106,889,636,645,1176,35.9,181,5.5,916,28,1000,30.5,1943,59.3,1333,40.7
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNO,20102011,79.7,1297,5.6,18,NA,NA,NA,NA,NA,NA,NA,NA,418,382,254,243,239,18.4,133,10.3,712,54.9,206,15.9,697,53.7,600,46.3
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNO,20112012,67.3,1280,4.9,19.4,NA,NA,NA,NA,NA,NA,NA,NA,414,412,229,225,246,19.2,121,9.5,692,54.1,215,16.8,685,53.5,595,46.5
20K490,FORT HAMILTON HIGH SCHOOL,20102011,48.5,4353,21.7,11.9,NA,NA,NA,NA,NA,NA,NA,NA,1311,1572,732,738,1288,29.6,219,5,1320,30.3,1499,34.4,2381,54.7,1972,45.3
20K490,FORT HAMILTON HIGH SCHOOL,20112012,45.9,4275,21.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,1243,1462,849,721,1297,30.3,214,5,1292,30.2,1464,34.2,2282,53.4,1993,46.6
20K503,THE SCHOOL OF DISCOVERY,20102011,94.4,891,51.7,15.6,151,138,154,135,137,NA,NA,NA,NA,NA,NA,NA,177,19.9,8,0.9,682,76.5,24,2.7,464,52.1,427,47.9
20K503,NEW SCHOOL @ K314,20112012,93,944,54.2,17.3,158,158,141,147,141,NA,NA,NA,NA,NA,NA,NA,165,17.5,9,1,738,78.2,29,3.1,497,52.6,447,47.4
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,20102011,74.2,3412,41.6,11.2,NA,NA,NA,NA,NA,NA,NA,NA,981,1229,567,635,1417,41.5,295,8.6,1070,31.4,609,17.8,1988,58.3,1424,41.7
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,20112012,74.3,3108,39.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,819,1063,596,630,1373,44.2,292,9.4,848,27.3,578,18.6,1816,58.4,1292,41.6
20K506,THE SCHOOL OF JOURNALISM AND TECHNOLOGY,20102011,90.1,779,27.1,11.6,137,126,134,113,104,NA,NA,NA,NA,NA,NA,NA,152,19.5,8,1,587,75.4,30,3.9,412,52.9,367,47.1
20K506,NEW SCHOOL #2 @ K314,20112012,86.9,813,27.2,12.7,137,134,116,125,117,NA,NA,NA,NA,NA,NA,NA,179,22,7,0.9,593,72.9,30,3.7,424,52.2,389,47.8
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20102011,84.8,295,12.5,15.9,NA,NA,NA,NA,NA,73,71,64,87,NA,NA,NA,99,33.6,102,34.6,65,22,28,9.5,NA,0,295,100
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20112012,82.7,374,15.5,17.1,NA,NA,NA,NA,NA,63,74,73,89,75,NA,NA,131,35,126,33.7,82,21.9,34,9.1,0,0,374,100
20K682,THE ACADEMY OF TALENTED SCHOLARS,20102011,60.3,194,21.1,12.4,69,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,23.2,5,2.6,21,10.8,122,62.9,110,56.7,84,43.3
20K682,THE ACADEMY OF TALENTED SCHOLARS,20112012,44.3,234,14.5,11.1,64,66,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,20.1,6,2.6,24,10.3,156,66.7,125,53.4,109,46.6
20K686,THE BROOKLYN SCHOOL OF INQUIRY,20102011,23.1,196,4.1,2,84,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10.7,16,8.2,8,4.1,151,77,92,46.9,104,53.1
20K686,THE BROOKLYN SCHOOL OF INQUIRY,20112012,14.8,255,5.1,2.4,58,84,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,11.8,20,7.8,11,4.3,194,76.1,117,45.9,138,54.1
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20102011,60,131,5.3,10.7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,50.4,1,0.8,12,9.2,52,39.7,71,54.2,60,45.8
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20112012,46.3,246,5.7,10.2,74,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,43.5,1,0.4,35,14.2,99,40.2,123,50,123,50
20K971,P.S. 971,20102011,60,128,49.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,53.9,0,0,43,33.6,15,11.7,75,58.6,53,41.4
20K971,P.S. 971,20112012,84.8,160,59.4,9.4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,58.1,1,0.6,57,35.6,9,5.6,91,56.9,69,43.1
21K090,PS 90 EDNA COHEN SCHOOL,20102011,88.2,544,20.6,18.8,92,72,67,85,70,NA,NA,NA,NA,NA,NA,NA,44,8.1,89,16.4,304,55.9,104,19.1,236,43.4,308,56.6
21K090,PS 90 EDNA COHEN SCHOOL,20112012,78.6,594,18,15.3,104,92,79,67,85,NA,NA,NA,NA,NA,NA,NA,43,7.2,89,15,348,58.6,111,18.7,271,45.6,323,54.4
21K095,PS 095 THE GRAVESEND,20102011,78.7,974,19.7,17.1,135,142,120,119,116,67,58,52,NA,NA,NA,NA,257,26.4,90,9.2,346,35.5,277,28.4,502,51.5,472,48.5
