DBN,Name,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,grade1,grade2,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per
10X209,PS 209,20102011,96.3,254,22.8,13.4,70,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51,20.1,203,79.9,0,0,132,52,122,48
10X209,PS 209,20112012,94.5,268,18.3,16,83,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,49,18.3,216,80.6,0,0,140,52.2,128,47.8
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,20102011,89.4,429,19.6,19.3,NA,NA,NA,NA,NA,NA,NA,NA,135,123,89,82,22,5.1,133,31,270,62.9,4,0.9,361,84.1,68,15.9
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,20112012,79.8,444,15.5,21.4,NA,NA,NA,NA,NA,NA,NA,NA,148,126,70,100,23,5.2,131,29.5,285,64.2,4,0.9,367,82.7,77,17.3
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,20102011,76.3,528,5.1,16.5,NA,NA,NA,NA,NA,62,75,75,77,89,69,81,7,1.3,134,25.4,375,71,10,1.9,183,34.7,345,65.3
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,20112012,67.4,524,4.4,18.9,NA,NA,NA,NA,NA,77,69,75,86,70,82,65,6,1.1,143,27.3,365,69.7,6,1.1,162,30.9,362,69.1
10X226,PS 226,20102011,97.4,420,33.6,18.8,95,89,87,57,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,93,22.1,322,76.7,3,0.7,216,51.4,204,48.6
10X226,PS 226,20112012,95.3,515,28.5,15,99,101,81,78,52,NA,NA,NA,NA,NA,NA,NA,4,0.8,116,22.5,389,75.5,6,1.2,261,50.7,254,49.3
10X228,JONAS BRONCK ACADEMY,20102011,85.4,239,11.7,22.6,NA,NA,NA,NA,NA,90,76,73,NA,NA,NA,NA,5,2.1,52,21.8,170,71.1,10,4.2,126,52.7,113,47.3
10X228,JONAS BRONCK ACADEMY,20112012,72.8,251,6.4,19.9,NA,NA,NA,NA,NA,95,83,73,NA,NA,NA,NA,10,4,53,21.1,174,69.3,11,4.4,107,42.6,144,57.4
10X237,THE MARIE CURIE SCHOOL FOR MEDICINE,20102011,79.4,476,8.2,16,NA,NA,NA,NA,NA,NA,NA,NA,162,147,117,50,10,2.1,162,34,296,62.2,5,1.1,85,17.9,391,82.1
10X237,THE MARIE CURIE SCHOOL FOR MEDICINE,20112012,71.5,540,6.7,15.6,NA,NA,NA,NA,NA,NA,NA,NA,189,125,135,91,8,1.5,192,35.6,310,57.4,18,3.3,89,16.5,451,83.5
10X243,WEST BRONX ACADEMY FOR THE FUTURE,20102011,96,610,15.2,18.4,NA,NA,NA,NA,NA,89,94,82,132,106,60,47,23,3.8,160,26.2,410,67.2,11,1.8,353,57.9,257,42.1
10X243,WEST BRONX ACADEMY FOR THE FUTURE,20112012,86.3,636,13.2,19.5,NA,NA,NA,NA,NA,87,86,93,185,85,61,39,22,3.5,157,24.7,442,69.5,8,1.3,368,57.9,268,42.1
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,20102011,90.7,674,27.4,20.2,NA,NA,NA,NA,NA,137,223,314,NA,NA,NA,NA,22,3.3,109,16.2,532,78.9,11,1.6,367,54.5,307,45.5
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,20112012,89.2,649,25.6,21.9,NA,NA,NA,NA,NA,168,238,243,NA,NA,NA,NA,19,2.9,87,13.4,532,82,11,1.7,345,53.2,304,46.8
10X246,PS 246 POE CENTER,20102011,98.2,689,32.1,13.8,105,108,113,123,127,NA,NA,NA,NA,NA,NA,NA,19,2.8,74,10.7,576,83.6,8,1.2,371,53.8,318,46.2
10X246,PS 246 POE CENTER,20112012,98.1,684,30.1,14.5,115,112,104,117,129,NA,NA,NA,NA,NA,NA,NA,22,3.2,76,11.1,573,83.8,4,0.6,377,55.1,307,44.9
10X254,I.S. 254,20102011,94.7,452,28.8,22.8,NA,NA,NA,NA,NA,147,126,179,NA,NA,NA,NA,9,2,102,22.6,329,72.8,1,0.2,235,52,217,48
10X254,I.S. 254,20112012,85.2,421,29.7,20.9,NA,NA,NA,NA,NA,137,162,122,NA,NA,NA,NA,8,1.9,85,20.2,323,76.7,4,1,229,54.4,192,45.6
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,20102011,96,516,84.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,121,126,122,147,37,7.2,21,4.1,445,86.2,13,2.5,265,51.4,251,48.6
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,20112012,95.1,497,88.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,111,127,129,130,34,6.8,27,5.4,421,84.7,15,3,260,52.3,237,47.7
10X279,PS 279 CAPT MANUEL RIVERA JR.,20102011,94.8,989,32.2,20.5,104,103,88,128,128,122,100,119,NA,NA,NA,NA,41,4.1,157,15.9,781,79,1,0.1,522,52.8,467,47.2
10X279,PS 279 CAPT MANUEL RIVERA JR.,20112012,88,976,32.5,17.8,107,102,105,95,129,118,121,99,NA,NA,NA,NA,35,3.6,148,15.2,780,79.9,2,0.2,514,52.7,462,47.3
10X280,PS 280 MOSHOLU PARKWAY,20102011,92.4,863,17.4,15.1,105,89,82,81,96,101,104,95,NA,NA,NA,NA,91,10.5,109,12.6,596,69.1,67,7.8,425,49.2,438,50.8
10X280,PS 280 MOSHOLU PARKWAY,20112012,85.5,870,17.1,15.4,123,103,91,77,80,98,102,105,NA,NA,NA,NA,104,12,99,11.4,607,69.8,56,6.4,436,50.1,434,49.9
10X284,BRONX SCHOOL OF LAW AND FINANCE,20102011,87,408,7.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,130,105,97,76,1,0.2,153,37.5,239,58.6,15,3.7,221,54.2,187,45.8
10X284,BRONX SCHOOL OF LAW AND FINANCE,20112012,74.2,422,7.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,137,108,91,86,3,0.7,133,31.5,275,65.2,11,2.6,239,56.6,183,43.4
10X291,PS 291,20102011,99.6,554,35.4,13,98,125,109,99,NA,NA,NA,NA,NA,NA,NA,NA,5,0.9,63,11.4,478,86.3,6,1.1,272,49.1,282,50.9
10X291,PS 291,20112012,100,583,34,13.7,126,112,117,117,NA,NA,NA,NA,NA,NA,NA,NA,3,0.5,61,10.5,513,88,4,0.7,315,54,268,46
10X306,PS 306,20102011,80.4,764,23.8,20.7,138,116,118,150,127,NA,NA,NA,NA,NA,NA,NA,7,0.9,226,29.6,526,68.8,4,0.5,401,52.5,363,47.5
10X306,PS 306,20112012,74.9,745,21.9,20.4,126,123,127,108,140,NA,NA,NA,NA,NA,NA,NA,6,0.8,222,29.8,511,68.6,6,0.8,402,54,343,46
10X307,EAMES PLACE (P.S.307),20102011,88.2,328,24.7,12.5,60,54,41,32,40,NA,NA,NA,NA,NA,NA,NA,18,5.5,31,9.5,269,82,9,2.7,153,46.6,175,53.4
10X307,EAMES PLACE (P.S.307),20112012,81.6,349,26.1,9.7,64,67,57,31,33,NA,NA,NA,NA,NA,NA,NA,22,6.3,36,10.3,283,81.1,7,2,167,47.9,182,52.1
10X308,BRONX DANCE ACADEMY SCHOOL,20102011,82.7,286,8,22.7,NA,NA,NA,NA,NA,86,99,101,NA,NA,NA,NA,4,1.4,75,26.2,199,69.6,4,1.4,47,16.4,239,83.6
10X308,BRONX DANCE ACADEMY SCHOOL,20112012,77.9,263,9.1,23.6,NA,NA,NA,NA,NA,80,86,97,NA,NA,NA,NA,6,2.3,79,30,173,65.8,3,1.1,54,20.5,209,79.5
10X310,PS 310 MARBLE HILL,20102011,92.7,732,24.5,17.2,102,123,100,92,122,NA,NA,NA,NA,NA,NA,NA,0,0,4,0.5,596,81.4,3,0.4,374,51.1,358,48.9
10X310,PS 310 MARBLE HILL,20112012,88.6,752,23,14.4,160,111,114,99,103,NA,NA,NA,NA,NA,NA,NA,23,3.1,78,10.4,623,82.8,24,3.2,383,50.9,369,49.1
10X315,PS 315 LAB SCHOOL,20102011,92.5,217,15.2,14.7,25,23,23,23,23,31,24,24,NA,NA,NA,NA,0,0,39,18,172,79.3,2,0.9,104,47.9,113,52.1
10X315,PS 315 LAB SCHOOL,20112012,88,227,15.9,12.8,25,22,22,26,25,29,29,23,NA,NA,NA,NA,0,0,37,16.3,183,80.6,2,0.9,111,48.9,116,51.1
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HI,20102011,86.7,204,7.4,15.7,NA,NA,NA,NA,NA,NA,NA,NA,24,64,68,48,0,0,91,44.6,110,53.9,2,1,82,40.2,122,59.8
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HI,20112012,81.8,213,5.2,16.4,NA,NA,NA,NA,NA,NA,NA,NA,45,70,24,74,0,0,80,37.6,131,61.5,1,0.5,86,40.4,127,59.6
10X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIG,20102011,96,372,23.4,24.7,NA,NA,NA,NA,NA,118,131,123,NA,NA,NA,NA,3,0.8,109,29.3,258,69.4,2,0.5,199,53.5,173,46.5
10X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIG,20112012,89.6,368,22.3,26.1,NA,NA,NA,NA,NA,119,117,132,NA,NA,NA,NA,3,0.8,98,26.6,265,72,2,0.5,194,52.7,174,47.3
10X340,PS 340,20102011,92.1,578,22.7,16.3,82,86,74,66,72,65,NA,NA,NA,NA,NA,NA,26,4.5,57,9.9,478,82.7,16,2.8,293,50.7,285,49.3
10X340,PS 340,20112012,83.4,604,24,13.6,112,84,86,72,72,38,NA,NA,NA,NA,NA,NA,31,5.1,52,8.6,504,83.4,15,2.5,295,48.8,309,51.2
10X342,INTERNATIONAL SCHOOL OF LIBERAL ARTS,20102011,88.9,558,82.4,4.3,NA,NA,NA,NA,NA,38,69,50,92,129,82,98,0,0,0,0,555,99.5,0,0,277,49.6,281,50.4
10X342,INTERNATIONAL SCHOOL OF LIBERAL ARTS,20112012,78.3,606,79.9,4.6,NA,NA,NA,NA,NA,45,70,75,87,96,121,112,1,0.2,0,0,605,99.8,0,0,297,49,309,51
10X344,AMPARK NEIGHBORHOOD PROGRAM,20102011,43.1,151,2,10.6,26,24,22,35,18,NA,NA,NA,NA,NA,NA,NA,28,18.5,12,7.9,77,51,34,22.5,68,45,83,55
10X344,AMPARK NEIGHBORHOOD PROGRAM,20112012,27.8,269,4.1,10,53,49,27,22,36,NA,NA,NA,NA,NA,NA,NA,23,8.6,30,11.2,155,57.6,58,21.6,129,48,140,52
10X360,PS 360,20102011,91.4,480,17.7,16.9,60,62,59,74,73,59,NA,NA,NA,NA,NA,NA,6,1.3,67,14,390,81.3,15,3.1,246,51.3,234,48.8
10X360,PS 360,20112012,87.5,505,17.6,14.9,71,66,69,57,79,67,NA,NA,NA,NA,NA,NA,7,1.4,60,11.9,418,82.8,17,3.4,270,53.5,235,46.5
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,20102011,60,163,38.7,22.1,NA,NA,NA,NA,NA,127,36,NA,NA,NA,NA,NA,8,4.9,10,6.1,143,87.7,1,0.6,89,54.6,74,45.4
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,20112012,65,294,40.5,22.4,NA,NA,NA,NA,NA,117,136,41,NA,NA,NA,NA,8,2.7,44,15,240,81.6,2,0.7,162,55.1,132,44.9
10X368,INTECH ACADEMY (MS/HS 368),20102011,91.1,1118,13.4,14.8,NA,NA,NA,NA,NA,135,215,231,154,165,105,113,44,3.9,133,11.9,905,80.9,26,2.3,556,49.7,562,50.3
10X368,INTECH ACADEMY (MS/HS 368),20112012,77.9,1126,12.1,14.3,NA,NA,NA,NA,NA,154,193,224,171,163,107,114,45,4,134,11.9,922,81.9,23,2,551,48.9,575,51.1
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNAT,20102011,92.9,368,7.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,96,87,80,105,5,1.4,129,35.1,225,61.1,7,1.9,163,44.3,205,55.7
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNAT,20112012,75.3,324,9.3,11.1,NA,NA,NA,NA,NA,NA,NA,NA,98,92,68,66,3,0.9,114,35.2,194,59.9,10,3.1,153,47.2,171,52.8
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECH,20102011,87.7,325,28.9,14.2,56,57,76,96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,89,27.4,232,71.4,4,1.2,168,51.7,157,48.3
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECH,20112012,90.2,391,28.1,12.8,60,49,66,79,94,NA,NA,NA,NA,NA,NA,NA,0,0,111,28.4,277,70.8,3,0.8,199,50.9,192,49.1
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,20102011,95.9,438,22.6,11,74,70,86,79,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,84,19.2,347,79.2,3,0.7,211,48.2,227,51.8
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,20112012,94.3,499,23.6,10.4,77,67,74,73,70,NA,NA,NA,NA,NA,NA,NA,2,0.4,96,19.2,395,79.2,4,0.8,234,46.9,265,53.1
10X390,MS 390,20102011,93.2,535,33.5,19.8,NA,NA,NA,NA,134,125,118,158,NA,NA,NA,NA,0,0,92,17.2,443,82.8,0,0,262,49,273,51
10X390,MS 390,20112012,90.1,430,33,18.4,NA,NA,NA,NA,NA,165,129,136,NA,NA,NA,NA,1,0.2,74,17.2,355,82.6,0,0,217,50.5,213,49.5
10X391,MS 391,20102011,86.1,633,30,25.4,NA,NA,NA,NA,NA,179,232,222,NA,NA,NA,NA,8,1.3,150,23.7,469,74.1,6,0.9,355,56.1,278,43.9
10X391,MS 391,20112012,81.9,625,33.6,24.6,NA,NA,NA,NA,NA,203,200,222,NA,NA,NA,NA,9,1.4,143,22.9,471,75.4,1,0.2,350,56,275,44
10X396,PS 396,20102011,88.8,259,15.8,20.8,49,50,33,41,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,45,17.4,202,78,7,2.7,136,52.5,123,47.5
10X396,PS 396,20112012,81.3,342,21.3,17.5,57,53,54,42,47,NA,NA,NA,NA,NA,NA,NA,1,0.3,68,19.9,258,75.4,11,3.2,182,53.2,160,46.8
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPP,20102011,97.6,238,88.2,0,NA,NA,NA,NA,NA,NA,NA,NA,86,91,61,NA,25,10.5,32,13.4,174,73.1,6,2.5,134,56.3,104,43.7
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPP,20112012,92.8,316,80.4,0,NA,NA,NA,NA,NA,NA,NA,NA,95,96,75,50,22,7,52,16.5,229,72.5,6,1.9,176,55.7,140,44.3
10X399,MS 399,20102011,94,251,38.6,19.5,NA,NA,NA,NA,NA,NA,21,230,NA,NA,NA,NA,3,1.2,47,18.7,198,78.9,2,0.8,146,58.2,105,41.8
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,20102011,95.4,465,18.7,20.6,NA,NA,NA,NA,NA,NA,NA,NA,134,139,103,89,12,2.6,134,28.8,316,68,3,0.6,187,40.2,278,59.8
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,20112012,88.1,473,17.8,20.1,NA,NA,NA,NA,NA,NA,NA,NA,230,107,89,47,12,2.5,119,25.2,333,70.4,9,1.9,200,42.3,273,57.7
10X434,BELMONT PREPARATORY HIGH SCHOOL,20102011,95.4,389,14.7,17,NA,NA,NA,NA,NA,NA,NA,NA,122,110,92,65,12,3.1,120,30.8,252,64.8,4,1,179,46,210,54
10X434,BELMONT PREPARATORY HIGH SCHOOL,20112012,76.8,407,11.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,136,111,73,87,13,3.2,118,29,267,65.6,7,1.7,192,47.2,215,52.8
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,20102011,97.3,371,11.9,21.8,NA,NA,NA,NA,NA,NA,NA,NA,110,132,69,60,7,1.9,144,38.8,213,57.4,6,1.6,146,39.4,225,60.6
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,20112012,78.3,387,12.4,22.5,NA,NA,NA,NA,NA,NA,NA,NA,112,123,91,61,6,1.6,138,35.7,238,61.5,5,1.3,167,43.2,220,56.8
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECH,20102011,89.7,463,17.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,159,127,82,95,11,2.4,135,29.2,307,66.3,7,1.5,290,62.6,173,37.4
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECH,20112012,78.9,451,16.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,162,133,72,84,12,2.7,125,27.7,306,67.8,6,1.3,286,63.4,165,36.6
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,20102011,91.5,419,13.4,20.3,NA,NA,NA,NA,NA,NA,NA,NA,162,133,57,67,10,2.4,148,35.3,251,59.9,7,1.7,187,44.6,232,55.4
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,20112012,80.2,432,13.4,20.8,NA,NA,NA,NA,NA,NA,NA,NA,154,143,53,82,10,2.3,133,30.8,279,64.6,4,0.9,192,44.4,240,55.6
10X440,DEWITT CLINTON HIGH SCHOOL,20102011,85.2,4408,19,13.9,NA,NA,NA,NA,NA,NA,NA,NA,1533,1226,875,774,292,6.6,1270,28.8,2721,61.7,94,2.1,2170,49.2,2238,50.8
10X440,DEWITT CLINTON HIGH SCHOOL,20112012,74.8,4159,19,14.9,NA,NA,NA,NA,NA,NA,NA,NA,1380,1119,976,684,278,6.7,1282,30.8,2478,59.6,86,2.1,2126,51.1,2033,48.9
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,20102011,86.3,397,4.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,140,108,81,68,2,0.5,109,27.5,275,69.3,10,2.5,158,39.8,239,60.2
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,20112012,74.7,423,3.5,7.8,NA,NA,NA,NA,NA,NA,NA,NA,146,144,65,68,2,0.5,115,27.2,294,69.5,10,2.4,172,40.7,251,59.3
10X445,BRONX HIGH SCHOOL OF SCIENCE,20102011,31.6,3017,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,778,789,725,725,1866,61.8,103,3.4,240,8,795,26.4,1745,57.8,1272,42.2
10X445,BRONX HIGH SCHOOL OF SCIENCE,20112012,34.2,3013,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,764,770,755,724,1912,63.5,105,3.5,216,7.2,764,25.4,1741,57.8,1272,42.2
10X447,CRESTON ACADEMY,20102011,81.2,233,22.7,23.6,NA,NA,NA,NA,NA,85,148,NA,NA,NA,NA,NA,2,0.9,42,18,188,80.7,0,0,137,58.8,96,41.2
10X447,CRESTON ACADEMY,20112012,74.7,416,26.7,18.3,NA,NA,NA,NA,NA,154,103,159,NA,NA,NA,NA,3,0.7,62,14.9,348,83.7,2,0.5,230,55.3,186,44.7
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,20102011,86.4,210,39.5,20.5,NA,NA,NA,NA,NA,75,135,NA,NA,NA,NA,NA,4,1.9,25,11.9,180,85.7,1,0.5,108,51.4,102,48.6
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,20112012,73.3,331,29,19.9,NA,NA,NA,NA,NA,105,91,135,NA,NA,NA,NA,10,3,45,13.6,271,81.9,5,1.5,168,50.8,163,49.2
10X475,JOHN F. KENNEDY HIGH SCHOOL,20102011,91.2,1142,22.2,19.3,NA,NA,NA,NA,NA,NA,NA,NA,436,259,251,196,23,2,367,32.1,710,62.2,22,1.9,769,67.3,373,32.7
10X475,JOHN F. KENNEDY HIGH SCHOOL,20112012,77.8,706,23.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA,56,258,191,201,5,0.7,248,35.1,443,62.7,10,1.4,482,68.3,224,31.7
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIE,20102011,94.8,449,31,8,NA,NA,NA,NA,NA,NA,NA,NA,106,125,135,83,55,12.2,93,20.7,270,60.1,28,6.2,212,47.2,237,52.8
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIE,20112012,83.9,456,32.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,114,109,133,100,50,11,105,23,264,57.9,34,7.5,213,46.7,243,53.3
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,20112012,60,85,97.6,0,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,2,2.4,11,12.9,68,80,4,4.7,43,50.6,42,49.4
10X546,BRONX THEATRE HIGH SCHOOL,20102011,90.2,429,8.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,171,129,62,67,2,0.5,128,29.8,284,66.2,10,2.3,134,31.2,295,68.8
10X546,BRONX THEATRE HIGH SCHOOL,20112012,73.7,445,9.4,15.1,NA,NA,NA,NA,NA,NA,NA,NA,179,127,80,59,2,0.4,128,28.8,307,69,8,1.8,143,32.1,302,67.9
10X549,DISCOVERY HIGH SCHOOL,20102011,89.1,502,22.7,19.5,NA,NA,NA,NA,NA,NA,NA,NA,207,188,68,39,11,2.2,115,22.9,363,72.3,6,1.2,267,53.2,235,46.8
10X549,DISCOVERY HIGH SCHOOL,20112012,80,529,20.6,17.8,NA,NA,NA,NA,NA,NA,NA,NA,164,196,131,38,11,2.1,107,20.2,400,75.6,7,1.3,277,52.4,252,47.6
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH,20102011,82.2,1373,16.5,21.6,NA,NA,NA,NA,NA,NA,NA,NA,528,459,196,190,21,1.5,437,31.8,890,64.8,16,1.2,536,39,837,61
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH,20112012,71,1162,18.8,24.1,NA,NA,NA,NA,NA,NA,NA,NA,377,364,190,231,17,1.5,350,30.1,780,67.1,10,0.9,465,40,697,60
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEG,20102011,25.9,371,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,92,101,92,86,60,16.2,47,12.7,79,21.3,179,48.2,201,54.2,170,45.8
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEG,20112012,20.8,377,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,89,101,99,88,63,16.7,40,10.6,68,18,203,53.8,203,53.8,174,46.2
11X016,PS 016 WAKEFIELD,20102011,89.6,611,6.2,15.5,94,87,97,109,108,NA,NA,NA,NA,NA,NA,NA,59,9.7,337,55.2,176,28.8,14,2.3,333,54.5,278,45.5
11X016,PS 016 WAKEFIELD,20112012,84.2,575,4.7,13,76,100,90,94,99,NA,NA,NA,NA,NA,NA,NA,49,8.5,315,54.8,164,28.5,15,2.6,312,54.3,263,45.7
11X019,PS 019 JUDITH K. WEISS,20102011,46.8,525,7,13.1,56,52,50,51,65,67,68,66,NA,NA,NA,NA,22,4.2,43,8.2,95,18.1,361,68.8,272,51.8,253,48.2
11X019,PS 019 JUDITH K. WEISS,20112012,40,503,8.3,12.3,56,54,56,49,48,61,68,66,NA,NA,NA,NA,25,5,38,7.6,106,21.1,330,65.6,253,50.3,250,49.7
11X021,PS 021 PHILLIP H SHERIDAN,20102011,87.4,901,4.8,13.8,140,153,178,130,152,NA,NA,NA,NA,NA,NA,NA,7,0.8,648,71.9,235,26.1,4,0.4,456,50.6,445,49.4
11X021,PS 021 PHILLIP H SHERIDAN,20112012,79.1,842,4.9,13.3,155,126,162,144,135,NA,NA,NA,NA,NA,NA,NA,18,2.1,615,73,199,23.6,5,0.6,424,50.4,418,49.6
11X041,PS 041 GUN HILL RD,20102011,92.9,913,14.9,15.6,144,157,156,163,162,NA,NA,NA,NA,NA,NA,NA,11,1.2,512,56.1,370,40.5,16,1.8,497,54.4,416,45.6
11X041,PS 041 GUN HILL RD,20112012,87,873,14.1,14.1,142,149,164,136,157,NA,NA,NA,NA,NA,NA,NA,9,1,524,60,333,38.1,7,0.8,475,54.4,398,45.6
11X068,PS 068 BRONX,20102011,95.7,780,2.1,14.4,118,137,134,134,120,NA,NA,NA,NA,NA,NA,NA,14,1.8,629,80.6,118,15.1,10,1.3,422,54.1,358,45.9
11X068,PS 068 BRONX,20112012,92.7,794,1.9,15.1,139,107,138,144,140,NA,NA,NA,NA,NA,NA,NA,15,1.9,636,80.1,123,15.5,10,1.3,395,49.7,399,50.3
11X076,PS 076 THE BENNINGTON SCHOOL,20102011,84.8,1070,12.2,12,164,176,217,205,177,NA,NA,NA,NA,NA,NA,NA,42,3.9,526,49.2,461,43.1,38,3.6,540,50.5,530,49.5
11X076,PS 076 THE BENNINGTON SCHOOL,20112012,71.7,1044,12.1,12.4,163,163,181,200,209,NA,NA,NA,NA,NA,NA,NA,41,3.9,535,51.2,427,40.9,38,3.6,528,50.6,516,49.4
11X078,PS 078 ANNE HUTCHINSON,20102011,82,725,6.6,15.6,113,129,118,130,111,NA,NA,NA,NA,NA,NA,NA,9,1.2,557,76.8,156,21.5,2,0.3,396,54.6,329,45.4
11X078,PS 078 ANNE HUTCHINSON,20112012,78.9,753,6.4,17.4,120,107,137,111,121,NA,NA,NA,NA,NA,NA,NA,11,1.5,564,74.9,168,22.3,6,0.8,386,51.3,367,48.7
11X083,PS 083 DONALD HERTZ,20102011,81.2,1674,11.1,14,151,164,169,195,197,215,235,224,NA,NA,NA,NA,207,12.4,187,11.2,844,50.4,434,25.9,842,50.3,832,49.7
11X083,PS 083 DONALD HERTZ,20112012,63.3,1718,10.9,12.2,175,173,185,172,204,237,212,237,NA,NA,NA,NA,203,11.8,190,11.1,841,49,480,27.9,837,48.7,881,51.3
11X087,PS 087 BRONX,20102011,83.6,571,0.9,14.5,94,99,108,95,95,NA,NA,NA,NA,NA,NA,NA,21,3.7,416,72.9,110,19.3,4,0.7,298,52.2,273,47.8
11X087,PS 087 BRONX,20112012,76.2,559,1.6,13.2,90,88,111,101,90,NA,NA,NA,NA,NA,NA,NA,25,4.5,411,73.5,99,17.7,3,0.5,294,52.6,265,47.4
11X089,PS 089 BRONX,20102011,88.1,1335,19.6,19.1,147,148,130,124,123,164,157,181,NA,NA,NA,NA,122,9.1,370,27.7,645,48.3,186,13.9,689,51.6,646,48.4
11X089,PS 089 BRONX,20112012,76.5,1312,18.9,16.8,110,134,137,131,129,174,169,155,NA,NA,NA,NA,120,9.1,353,26.9,610,46.5,215,16.4,671,51.1,641,48.9
11X096,PS 096 RICHARD RODGERS,20102011,83.8,1039,10.2,13.1,181,173,169,170,171,NA,NA,NA,NA,NA,NA,NA,62,6,221,21.3,624,60.1,125,12,530,51,509,49
11X096,PS 096 RICHARD RODGERS,20112012,70.5,1055,9.4,14.4,185,181,166,165,181,NA,NA,NA,NA,NA,NA,NA,56,5.3,231,21.9,647,61.3,115,10.9,528,50,527,50
11X097,PS 097 BRONX,20102011,77.7,728,5.5,12.8,126,108,125,122,106,NA,NA,NA,NA,NA,NA,NA,81,11.1,278,38.2,271,37.2,85,11.7,374,51.4,354,48.6
11X097,PS 097 BRONX,20112012,69.4,754,5.4,13.3,115,119,112,129,130,NA,NA,NA,NA,NA,NA,NA,94,12.5,268,35.5,301,39.9,84,11.1,394,52.3,360,47.7
