CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,AVERAGE CLASS SIZE,SIZE OF LARGEST CLASS,SIZE OF SMALLEST CLASS
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,20.5,27,10
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,26.5,33,20
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,23.6,29,10
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,28,32,24
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,23,35,11
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,25.6,33,20
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,23.7,31,17
2,M394,EMMA LAZARUS HIGH SCHOOL,09-12,GEN ED,30,34,26
2,M397,SPRUCE STREET SCHOOL,0K,GEN ED,19.3,20,19
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,16,16,16
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,18.5,21,16
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,14.4,19,12
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,17.7,29,14
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,18.3,25,15
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,20.8,26,14
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,17.3,18,16
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,17.9,30,11
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,21,21,21
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,18.7,26,10
2,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,09-12,GEN ED,15.8,33,10
2,M400,High School for Environmental Studies,09-12,GEN ED,34.1,36,33
2,M400,High School for Environmental Studies,09-12,GEN ED,27.8,35,15
2,M400,High School for Environmental Studies,09-12,GEN ED,28.8,35,20
2,M400,High School for Environmental Studies,09-12,GEN ED,32.6,35,26
2,M400,High School for Environmental Studies,09-12,GEN ED,27.7,34,15
2,M400,High School for Environmental Studies,09-12,GEN ED,30.4,34,14
2,M400,High School for Environmental Studies,09-12,GEN ED,29.4,34,14
2,M400,High School for Environmental Studies,09-12,GEN ED,26.8,33,16
2,M400,High School for Environmental Studies,09-12,GEN ED,34.3,35,34
2,M400,High School for Environmental Studies,09-12,GEN ED,31.5,34,24
2,M400,High School for Environmental Studies,09-12,GEN ED,33.3,35,31
2,M400,High School for Environmental Studies,09-12,GEN ED,34.1,35,33
2,M400,High School for Environmental Studies,09-12,GEN ED,27.8,34,10
2,M400,High School for Environmental Studies,09-12,GEN ED,29.7,35,17
2,M400,High School for Environmental Studies,09-12,GEN ED,30.4,35,25
2,M400,High School for Environmental Studies,09-12,SPEC ED,11.5,13,10
2,M400,High School for Environmental Studies,09-12,SPEC ED,13,13,13
2,M400,High School for Environmental Studies,09-12,SPEC ED,14,14,14
2,M400,High School for Environmental Studies,09-12,SPEC ED,13,13,13
2,M400,High School for Environmental Studies,09-12,SPEC ED,15,15,15
2,M400,High School for Environmental Studies,09-12,SPEC ED,16,16,16
2,M408,Professional Performing Arts High School,09-12,GEN ED,29.2,34,21
2,M408,Professional Performing Arts High School,09-12,GEN ED,34,34,34
2,M408,Professional Performing Arts High School,09-12,GEN ED,34,34,34
2,M408,Professional Performing Arts High School,09-12,GEN ED,31.7,34,28
2,M408,Professional Performing Arts High School,09-12,GEN ED,30,30,30
2,M408,Professional Performing Arts High School,09-12,GEN ED,22.7,31,15
2,M408,Professional Performing Arts High School,09-12,GEN ED,23.3,28,15
2,M408,Professional Performing Arts High School,09-12,GEN ED,27.3,32,19
2,M408,Professional Performing Arts High School,09-12,GEN ED,19,28,10
2,M408,Professional Performing Arts High School,09-12,GEN ED,32.3,34,30
2,M408,Professional Performing Arts High School,09-12,GEN ED,32.3,34,30
2,M408,Professional Performing Arts High School,09-12,GEN ED,28,33,17
2,M408,Professional Performing Arts High School,09-12,GEN ED,29,29,29
2,M408,Professional Performing Arts High School,09-12,GEN ED,33.7,34,33
2,M408,Professional Performing Arts High School,09-12,GEN ED,34,34,34
2,M408,Professional Performing Arts High School,09-12,GEN ED,31.7,34,28
2,M408,Professional Performing Arts High School,09-12,GEN ED,20,20,20
2,M411,Baruch College Campus High School,09-12,GEN ED,29.8,38,16
2,M411,Baruch College Campus High School,09-12,GEN ED,31.5,35,23
2,M411,Baruch College Campus High School,09-12,GEN ED,10,10,10
2,M411,Baruch College Campus High School,09-12,GEN ED,27.4,38,10
2,M411,Baruch College Campus High School,09-12,GEN ED,33,38,29
2,M411,Baruch College Campus High School,09-12,GEN ED,18,18,18
2,M411,Baruch College Campus High School,09-12,GEN ED,29,34,22
2,M411,Baruch College Campus High School,09-12,GEN ED,37,38,36
2,M411,Baruch College Campus High School,09-12,GEN ED,30,31,29
2,M411,Baruch College Campus High School,09-12,GEN ED,32.6,34,26
2,M411,Baruch College Campus High School,09-12,GEN ED,21.1,30,10
2,M411,Baruch College Campus High School,09-12,GEN ED,30.5,38,13
2,M411,Baruch College Campus High School,09-12,GEN ED,24.4,34,15
2,M411,Baruch College Campus High School,09-12,GEN ED,28.3,35,22
2,M411,Baruch College Campus High School,09-12,GEN ED,16,22,12
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,35,35,35
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,31,35,27
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,34,36,32
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,33.7,35,33
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,30,30,30
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,33.3,36,31
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,32.7,36,31
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,28.3,34,22
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,31.5,33,30
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,35.5,36,35
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,32.7,35,29
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,30.5,33,28
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,31.3,34,25
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,34,34,34
2,M412,N.Y.C. Lab School for Collaborative Studies,09-12,GEN ED,35,35,35
2,M414,N.Y.C. Museum School,09-12,GEN ED,26,26,26
2,M414,N.Y.C. Museum School,09-12,GEN ED,33,34,32
2,M414,N.Y.C. Museum School,09-12,GEN ED,25,27,22
2,M414,N.Y.C. Museum School,09-12,GEN ED,25.3,31,22
2,M414,N.Y.C. Museum School,09-12,GEN ED,24,24,24
2,M414,N.Y.C. Museum School,09-12,GEN ED,24,26,23
2,M414,N.Y.C. Museum School,09-12,GEN ED,31.7,34,28
2,M414,N.Y.C. Museum School,09-12,GEN ED,26.7,34,14
2,M414,N.Y.C. Museum School,09-12,GEN ED,29.3,34,20
2,M414,N.Y.C. Museum School,09-12,GEN ED,32.3,34,30
2,M414,N.Y.C. Museum School,09-12,GEN ED,25.5,26,24
2,M414,N.Y.C. Museum School,09-12,GEN ED,26.2,29,21
2,M414,N.Y.C. Museum School,09-12,GEN ED,22.3,23,22
2,M414,N.Y.C. Museum School,09-12,GEN ED,33.6,47,24
2,M414,N.Y.C. Museum School,09-12,GEN ED,28,34,22
2,M414,N.Y.C. Museum School,09-12,GEN ED,31,33,29
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,31.3,32,30
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,30,33,28
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,23.2,28,17
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,28.3,32,23
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,18,19,17
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,26,29,23
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,27.5,33,19
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,30,33,27
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,27,33,17
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,31.8,33,31
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,30,34,25
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,27.8,33,23
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,23.5,28,17
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,30.8,34,27
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,27.8,32,23
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,31,31,31
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,27.3,32,24
2,M416,Eleanor Roosevelt High School,09-12,GEN ED,22.5,23,22
2,M418,Millennium High School,09-12,GEN ED,32,33,31
2,M418,Millennium High School,09-12,GEN ED,30.3,34,26
2,M418,Millennium High School,09-12,GEN ED,19,20,17
2,M418,Millennium High School,09-12,GEN ED,30.4,33,28
2,M418,Millennium High School,09-12,GEN ED,32.3,33,31
2,M418,Millennium High School,09-12,GEN ED,30.2,32,26
2,M418,Millennium High School,09-12,GEN ED,31.4,34,28
2,M418,Millennium High School,09-12,GEN ED,27.8,34,18
2,M418,Millennium High School,09-12,GEN ED,31,31,31
2,M418,Millennium High School,09-12,GEN ED,32,33,31
2,M418,Millennium High School,09-12,GEN ED,30.4,33,26
2,M418,Millennium High School,09-12,GEN ED,31.8,34,30
2,M418,Millennium High School,09-12,GEN ED,31,33,29
2,M418,Millennium High School,09-12,GEN ED,30.7,33,26
2,M418,Millennium High School,09-12,GEN ED,27.8,34,23
2,M418,Millennium High School,09-12,GEN ED,21,21,21
2,M418,Millennium High School,09-12,GEN ED,27.5,28,27
2,M419,Landmark High School,09-12,GEN ED,18.8,21,16
2,M419,Landmark High School,09-12,GEN ED,19.3,21,17
2,M419,Landmark High School,09-12,GEN ED,27.3,29,25
2,M419,Landmark High School,09-12,GEN ED,23,27,20
2,M419,Landmark High School,09-12,GEN ED,20,23,16
2,M419,Landmark High School,09-12,GEN ED,21.4,30,18
2,M419,Landmark High School,09-12,GEN ED,22.3,24,21
2,M419,Landmark High School,09-12,GEN ED,36,36,36
2,M419,Landmark High School,09-12,GEN ED,21,21,21
2,M419,Landmark High School,09-12,GEN ED,22.5,25,20
2,M419,Landmark High School,09-12,GEN ED,22.6,28,20
2,M419,Landmark High School,09-12,GEN ED,23,23,23
2,M419,Landmark High School,09-12,GEN ED,25,29,21
2,M419,Landmark High School,09-12,GEN ED,23,23,23
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.9,34,33
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,32.3,34,25
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,31.8,34,28
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,29.2,33,22
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.6,34,33
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,31.6,35,27
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.5,35,32
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,32.8,34,30
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,32,34,30
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.5,34,33
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.9,34,33
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,33.8,34,33
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,31.4,34,28
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,30.1,34,13
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,32.3,34,26
2,M420,High School for Health Professions and Human Services,09-12,GEN ED,29.3,34,25
2,M425,Leadership and Public Service High School,09-12,GEN ED,24.8,31,18
2,M425,Leadership and Public Service High School,09-12,GEN ED,28.5,32,23
2,M425,Leadership and Public Service High School,09-12,GEN ED,29.8,33,25
2,M425,Leadership and Public Service High School,09-12,GEN ED,20.5,32,11
2,M425,Leadership and Public Service High School,09-12,GEN ED,29,29,29
2,M425,Leadership and Public Service High School,09-12,GEN ED,20.1,27,10
2,M425,Leadership and Public Service High School,09-12,GEN ED,30.5,34,20
2,M425,Leadership and Public Service High School,09-12,GEN ED,33,34,32
2,M425,Leadership and Public Service High School,09-12,GEN ED,31.1,34,20
2,M425,Leadership and Public Service High School,09-12,GEN ED,28.4,33,26
2,M425,Leadership and Public Service High School,09-12,GEN ED,30,33,27
2,M425,Leadership and Public Service High School,09-12,GEN ED,27.6,33,19
2,M425,Leadership and Public Service High School,09-12,GEN ED,26.5,30,22
2,M425,Leadership and Public Service High School,09-12,GEN ED,28.8,32,27
2,M425,Leadership and Public Service High School,09-12,GEN ED,31,31,31
2,M425,Leadership and Public Service High School,09-12,SPEC ED,13,13,13
2,M425,Leadership and Public Service High School,09-12,SPEC ED,14,14,14
2,M425,Leadership and Public Service High School,09-12,SPEC ED,12,12,12
2,M425,Leadership and Public Service High School,09-12,SPEC ED,15,15,15
2,M425,Leadership and Public Service High School,09-12,SPEC ED,15,15,15
2,M425,Leadership and Public Service High School,09-12,SPEC ED,14,14,14
2,M425,Leadership and Public Service High School,09-12,SPEC ED,14,15,13
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09,GEN ED,44.5,84,5
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09-12,GEN ED,22.3,28,17
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09-12,GEN ED,27,27,27
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09-12,GEN ED,23.5,29,16
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09-12,GEN ED,18.8,22,13
2,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,09-12,GEN ED,23.5,29,10
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,15.6,22,12
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,18,22,15
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,27.5,29,26
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,28,28,28
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,16,22,12
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,22.3,24,20
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,17.6,25,10
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,15.3,24,10
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,19,25,10
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,17,19,15
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,20.4,29,10
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,28,31,25
2,M429,Legacy School for Integrated Studies,09-12,GEN ED,14.3,21,10
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,8,8,8
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,11,11,11
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,6,6,6
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,7,7,7
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,9,9,9
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,9,10,8
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,8,8,8
2,M429,Legacy School for Integrated Studies,09-12,SPEC ED,10,11,9
2,M432,MURRAY HILL ACADEMY,09,GEN ED,11.4,17,5
2,M432,MURRAY HILL ACADEMY,09-12,GEN ED,18.8,26,12
2,M432,MURRAY HILL ACADEMY,09-12,GEN ED,14,14,14
2,M432,MURRAY HILL ACADEMY,09-12,GEN ED,16.7,20,10
2,M432,MURRAY HILL ACADEMY,09-12,GEN ED,18.8,27,12
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09,GEN ED,34.7,83,10
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09-12,GEN ED,28,29,27
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09-12,GEN ED,28,29,27
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09-12,GEN ED,28,29,27
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09-12,GEN ED,28,29,27
2,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,09-12,GEN ED,28,29,27
2,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,09,GEN ED,25.3,27,24
2,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,09-12,GEN ED,24.5,26,23
2,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,09-12,GEN ED,24.5,26,23
2,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,09-12,GEN ED,24.5,26,23
2,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,09-12,GEN ED,24.5,26,23
2,M439,Manhattan Village Academy,09-12,GEN ED,21.8,23,21
2,M439,Manhattan Village Academy,09-12,GEN ED,25.8,26,25
2,M439,Manhattan Village Academy,09-12,GEN ED,21,23,19
2,M439,Manhattan Village Academy,09-12,GEN ED,17.8,21,16
2,M439,Manhattan Village Academy,09-12,GEN ED,25.5,26,25
2,M439,Manhattan Village Academy,09-12,GEN ED,22,23,21
2,M439,Manhattan Village Academy,09-12,GEN ED,25.8,26,25
2,M439,Manhattan Village Academy,09-12,GEN ED,20.7,25,17
2,M439,Manhattan Village Academy,09-12,GEN ED,17.3,19,15
2,M439,Manhattan Village Academy,09-12,GEN ED,25.8,26,25
2,M439,Manhattan Village Academy,09-12,GEN ED,21.5,23,19
2,M439,Manhattan Village Academy,09-12,GEN ED,17.8,22,13
2,M439,Manhattan Village Academy,09-12,GEN ED,23.4,26,21
2,M439,Manhattan Village Academy,09-12,GEN ED,21.7,25,19
2,M439,Manhattan Village Academy,09-12,GEN ED,16,18,13
2,M439,Manhattan Village Academy,09-12,GEN ED,17.8,24,15
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,28.5,31,25
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,27.5,34,12
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,24.7,35,19
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,28.5,32,25
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,26.8,33,20
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,21,21,21
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,22,33,12
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,28.3,31,25
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,28.1,33,23
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,26,32,20
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,29,33,16
2,M440,Bayard Rustin Educational Complex,09-12,GEN ED,20.7,22,19
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,11,11,11
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,11,11,11
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,7,7,7
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,12,12,12
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,5,5,5
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,6,6,6
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,15,15,15
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,7,7,7
2,M440,Bayard Rustin Educational Complex,09-12,SPEC ED,9.5,10,9
2,M449,Vanguard High School,09-12,GEN ED,19.2,25,13
2,M449,Vanguard High School,09-12,GEN ED,20.2,22,18
2,M449,Vanguard High School,09-12,GEN ED,22.8,26,20
2,M449,Vanguard High School,09-12,GEN ED,18,19,17
2,M449,Vanguard High School,09-12,GEN ED,19.8,23,14
2,M449,Vanguard High School,09-12,GEN ED,11.3,13,10
2,M449,Vanguard High School,09-12,GEN ED,22,22,22
2,M449,Vanguard High School,09-12,GEN ED,22,25,17
2,M449,Vanguard High School,09-12,GEN ED,22,22,22
2,M449,Vanguard High School,09-12,GEN ED,23,24,22
2,M449,Vanguard High School,09-12,GEN ED,15.3,18,10
2,M449,Vanguard High School,09-12,GEN ED,15,15,15
2,M459,Manhattan International High School,09-12,GEN ED,21.3,23,18
2,M459,Manhattan International High School,09-12,GEN ED,23.3,25,22
2,M459,Manhattan International High School,09-12,GEN ED,22,23,21
2,M459,Manhattan International High School,09-12,GEN ED,20,20,20
2,M459,Manhattan International High School,09-12,GEN ED,19.4,23,11
2,M459,Manhattan International High School,09-12,GEN ED,20,25,11
2,M459,Manhattan International High School,09-12,GEN ED,19.7,23,18
2,M459,Manhattan International High School,09-12,GEN ED,17.8,21,10
2,M459,Manhattan International High School,09-12,GEN ED,19,22,13
2,M459,Manhattan International High School,09-12,GEN ED,16.8,18,16
2,M459,Manhattan International High School,09-12,GEN ED,22.3,23,21
2,M459,Manhattan International High School,09-12,GEN ED,23,25,22
2,M459,Manhattan International High School,09-12,GEN ED,19,20,18
2,M459,Manhattan International High School,09-12,GEN ED,22,25,18
2,M459,Manhattan International High School,09-12,GEN ED,22,23,21
2,M459,Manhattan International High School,09-12,GEN ED,20.7,21,20
2,M459,Manhattan International High School,09-12,GEN ED,17,22,12
2,M460,Washington Irving High School,09-12,GEN ED,19.6,25,12
2,M460,Washington Irving High School,09-12,GEN ED,23.7,31,14
